Campaign,Scenario #,Battle Name,Date,Location,Countries,Scenario File,Current Description (smScenDesc)
Red Star Over China (1927-1949),18,Great Leap Forward,,"1-12-1955, Beijing.",China vs Soviet Union vs USA,mao17.xml,"Great Leap Forward

1-12-1955, Beijing.

Private Tovarich!  Nice to see you again.  It has been a while since our last meeting at Khabarovsk.  It was a shame to lose the battle against you, but now we can re-negotiate the conditions of the peace treaty.  This is Top Secret and I hope you have told no one of our plans.  As our men from the KGB have told you, we are ready to support you, if you finally decide to undertake a coup against Mao Zedong and his reformed communism.  It is literally destroying China.  We need to take China back to the right and true communist way.  We think you and your so-called ''Gang of Four'' are the perfect team to take down the Maoist system and that destructive plan named ''Great Leap Forward''.  That woman of your gang, ''Madame Mao'' can be very useful in the near future, when you will need to destroy the political image of Mao.

This is the plan we suggest; in the past month the units under your direct management have been deployed on the coast of the Sea of China in preparation for the Coup.   We are ready to support you by sea.  The Chinese navy will remain loyal to Mao, but it is not powerful enough to deal with a minor Soviet submarine unit.  After we secure the entire coast by taking Tanggu, you must launch the counterattack against the government loyalist units which surely will be sent to defeat our plans.  Take the Tanggu airfield as soon as possible as this will allow us to send you reinforcements by air.  Our planes will be painted with the PRC symbols.  You must avoid the Americans as we don't need any problems with them now.  The incident should be only between Chinese forces.

The last stand will be Beijing, this won't be easy, as you know, the best PLA units are deployed there.  The price maybe high, but it deserves a try.  You can become the new premier of the People's Republic of China!

Udachi tovarich!"
Sim Pobedishi! - The Red East (1918-1920),0,Until you find somebody: the Komuch offensive (I),,"June 8th, 1918",Czechoslovakia vs Germany,simpob_00.xml,"Until you find somebody: the Komuch offensive (I)

June 8th, 1918

Without any doubt, 1917 was the worst year of my life. The Tsar was dethroned and, some time later, taken prisoner. My beloved Russia lost the Great War against Germany. And, on top of all that, the Bolsheviks took power in most of the country. My motherland seemed to be withering, and so did my soul. Wishing to die, and being certain that my end was near, in the first weeks of 1918 I returned to my hometown near Samara, where at least I'd spend my last days with my parents and sisters.

But it all changed when the Czech Legion, intending to leave Russia, revolted against the Bolsheviks, who had denied the Legion safe passage along the Trans-Siberian Railway  towards Vladivostok.

The Czechs soon took several towns along the railway, and during the first days of June they occupied Samara. Almost immediately, the anti-Bolshevik leaders in the town formed a provisional government, the Komuch, contolled by members of the Socialist-Revolutionary Party, and called for the mobilization of a People's Army.

The mobilization didn't succeed. The Komuch had many supporters among the peasants and the factory workers, but they were tired after four years of war, and most of them, showing a short-sighted attitude that could lead them to death, refused to fight. For their part, the monarchists and the conservatives considered that the Komuch was scum, almost as bad as the Bolsheviks, so the majority of the right-wingers just stayed at home, denying the Komuch any help.

Instead, I decided to volunteer. I hated the idea of serving a socialist government and fighting under a red flag, but it was better than waiting at home for the Bolsheviks to shoot me. At least I'd have a last chance to die with my boots on.

The same evening, the officers who were at that time in Samara and had decided to join the Komuch Army discussed who could unite us and lead us. Nobody wanted to take that responsibility. People hesitated, and we were embarrased and silent. One captain even suggested drawing lots. Then, lieutenant colonel Vladimir Kappel, one of the youngest officers, stood up and said ""if nobody wants to lead then, until you find somebody with higher rank, let me lead the military units against the Bolsheviks"".

And that's how it began. A strange mixture of unreliable Czech veterans, a few hundreds of socialist volunteers and a handful of army officers joined in Samara and decided to fight the Bolsheviks. We'd start taking strategically important towns located along the railways, or on the shores of the Volga.

Victory conditions:
- Take all the VHs."
Sim Pobedishi! - The Red East (1918-1920),1,Uncountable trophies: the Komuch offensive (II),,"August 4th, 1918",Czechoslovakia vs Hungary vs Soviet Union,simpob_01.xml,"Uncountable trophies: the Komuch offensive (II)

August 4th, 1918

As soon as we took Simbirsk, Kappel started to plan an offensive to capture Kazan, against the orders of the Komuch, that still wanted an attack on Saratov.

According to Kappel's plan, the People's Army and the Czechs would advance along both shores of the Volga and would attack the Bolsheviks from several directions, trapping them in the town or forcing them to flee. The communists outnumbered us three to one, so the greater mobility of our troops would be decisive. We'd use all the river boats that we had been able to find in order to advance along the Volga faster.

Besides, we knew that among the best Soviet units there were some foreign fighters, especially Serbians, that were discontent with their communist masters and would rebel against them if they had the chance. Not all the non-Russians would do the same. Most of the Latvians, the Tatars and the Hungarians seemed to be loyal to the Bolsheviks, and they were all veteran soldiers. We knew that the battle would be tough, but we were confident after our past victories in Samara and Simbirsk.

Victory conditions:
- Take all the VHs.

Special note:
- When you take the VHs at Kazan, new units will join your core."
Sim Pobedishi! - The Red East (1918-1920),2,Harvest of sorrow: the end of the Komuch,,"September 18th, 1918",Britain vs Soviet Union,simpob_02.xml,"Harvest of sorrow: the end of the Komuch

September 18th, 1918

Trotsky coordinated the Soviet counterattack so well that, even before our evacuation of Kazan was complete, the Bolsheviks had taken Simbirsk, and Syzran and Samara were already in danger.

Three Red Armies were participating in the offensive. The Fifth Army, commanded by the Latvian Slavens, which had followed us from Kazan, was in the north, ready to cut the railroad at Melekess and encircle us. Tukhachevsky's First Army was in the west, controlled Simbirsk, and was going to attack Syzran and Samara from the north. Finally, Chwiesin's Fourth army was in the south, on both shores of the Volga, and would attack Syzran and Samara coordinated with the First Army.

We were so badly outnumbered that we knew that defeating the Bolsheviks was impossible. The only thing that we could do was to resist for a few weeks, avoiding to be trapped by the Soviet pincers, and giving the civilians enough time to be evacuated to Siberia, where we could continue the resistance.

Meanwhile, the Komuch delegates were meeting in Ufa with representatives of other anti-Bolshevik governments, organisations and political parties. The most important one was the Provisional Siberian Government (PSG), created in Omsk at the end of June. Just like the Komuch, the majority of the PSG were members of the Socialist-Revolutionary Party, but thanks to the British influence, the Tsarists, the conservatives and the military officers still retained much power.

The goal of the Ufa Conference was to unite the different anti-Bolshevik organisations of eastern Russia and approve a coordinated strategy to defeat the Soviet plague. If they came to an agreement, our efforts on the battlefield wouldn't be in vain.

Victory conditions:
- You must evacuate 7 civilian units through the EH at (41,23). All of them are MSUs.

- If, during the BV and the V turns, the Soviets manage to control the VHs of Simbirsk (8,6) and Syzran (8,26) at the same time, you will lose.

Special note: 
- The railroads will be very important for evacuating the civilians. Be careful, and try not to blow them with artillery fire."
Sim Pobedishi! - The Red East (1918-1920),3,At the gates of Europe: Ufa,,"January 6th, 1919",Czechoslovakia vs Russia vs Soviet Union,simpob_03.xml,"At the gates of Europe: Ufa

January 6th, 1919

The end of 1918 was very hard to us. At least,  Admiral Kolchak was our new Supreme Governor, and he was doing his best to win the war, but problems arose everywhere. We couldn't trust he Czechs, so most of them were retired from the front, and they were ordered to guard the Trans-Siberian Railway. It was the best possible decision, but it had a great flaw: thousands of armed foreigners were controlling our only supply line. Not surprisingly, they soon started to use the trains to secure their own evacuation, while our men in the front lacked proper equipment and reinforcements.

Most of the soldiers that sympathized with the Socialist Revolutionary Party had already deserted, or even changed sides. And, on top of all, the Bolsheviks kept on attacking us, taking one village after another.

Everything seemed to change at the end of December, when our troops defeated the Red Army in Perm. Pepelyayev and his Siberians recovered the city on December 24th, after routing the communist 3rd Army. That victory gave us hope.

But, south of Perm, the 5th Army continued its advance, and on December 31st we had to evacuate Ufa. Knowing the strategical importance of that city, a few days later Kolchak ordered us to counterattack.

Victory conditions:
- Take all the VHs.

Intelligence report:
- Some Bolshevik units have been seen trying to cross the mountains. Don't forget to protect your rear.

Special note: 
- This is a mostly fictional scenario. Actually, the White counterattack was very weak, and there never was a chance to recover Ufa until the spring."
Sim Pobedishi! - The Red East (1918-1920),4,Breakthrough: the Spring Offensive,,"March 1st, 1919",Britain vs Russia vs Soviet Union,simpob_04.xml,"Breakthrough: the Spring Offensive

March 1st, 1919

After recovering Ufa, Kolchak's staff started to plan our Spring Offensive. For better or worse, it would start in March. Our supply lines were still a mess, and many of our soldiers didn't have a decent training, but we couldn't wait any longer. 
In the north, our Siberian units would advance from Perm to Vyatka and Vologda, trying to connect with Yudenich and the British near Petrograd. In the south, Dutov's cossacks would attack Orenburg. In the centre, our final mission was to liberate Kazan, Simbirsk and Samara. But first we'd have to defeat the five Red divisions that were deployed east of Belebei.

Victory conditions:
- Take all the VHs.

Special note: 
- This is a semi-fictional scenario. The Whites didn't control Ufa when the Spring offensive began."
Sim Pobedishi! - The Red East (1918-1920),5,Rush: the Spring Offensive,,"March 14th, 1919",Britain vs Soviet Union,simpob_05.xml,"Rush: the Spring Offensive

March 14th, 1919

As soon as we cancelled our unfortunate winter operation against Ufa, Kolchak's staff started to plan our Spring Offensive. For better or worse, it would start in March. Our supply lines were still a mess, and many of our soldiers didn't have a decent training, but we couldn't wait any longer. 
In the north, our Siberian units would advance from Perm to Vyatka and Vologda, trying to connect with Yudenich and the British near Petrograd. In the south, Dutov's cossacks would attack Orenburg. In the centre, our final mission was to liberate Kazan, Simbirsk and Samara. But first we'd have to defeat the five Red divisions that were deployed between Belebei and Ufa. The good news was that, a few days before they ordered me to attack Ufa, some of our units had crossed the Belaya and had taken positions west of that city, so we had a great opportunity to outflank the Reds and storm their rear.

Victory conditions:
- Take all the VHs."
Sim Pobedishi! - The Red East (1918-1920),6,Song of the Cossacks: Orenburg,,"April 17th, 1919",Soviet Union,simpob_06.xml,"Song of the Cossacks: Orenburg

April 17th, 1919

By the middle of April, our offensive was progressing very well. After recovering Sterlitamak, Meleuz and Belebei, Bugulma and Buguruslan were the next important towns that were taken on our way to the Volga. But our advance had some vulnerable points, and Orenburg, on our left flank, was the most critical one.

The steppe cossacks were anxious to liberate their capital, which they had lost in January. Unfortunately, Hetman Dutov's Separate Orenburg Army did not have sufficient artillery, or even infantry troops, to assault a fortified city like Orenburg with any chances of success, so Kolchak decided that part of our Western Army would reinforce Dutov. He knew that the Soviets had two veteran divisions in the area, as well as several units of communist militias, and he didn't want to take any risks. 

Besides, he decided that we'd make the main attack, from the northeast, at the confluence of the Salmysh and Sakmara rivers. The cossacks would support us from the east and southeast, but our staff believed that sending the cossack light cavalry against the Soviet trenches and machine gun nests was suicidal. Thus, the responsibility for taking Orenburg would be ours. 

Victory conditions:
- Take all the VHs.

Special notes:
- You can buy equipment from the Cossack Hosts in this scenario.
- From now on, your new units will start the game with 99 exp."
Sim Pobedishi! - The Red East (1918-1920),7,Clutching at straws: defense of Belebei,,"May 15th, 1919",Soviet Union,simpob_07.xml,"Clutching at straws: defense of Belebei

May 15th, 1919

I wish you never experience that ominous state of mind of perpetual sadness, when all your efforts seem pointless, and everything that you love and cherish seems about to die. That terrible disease of the soul during which even breathing causes an immense pain, until you end up envying the stray dogs on the streets, hungry and full of ticks, but free of worries.

That's how I was feeling when the failure of our Spring Offensive became clear. I really believed that we could destroy the Bolshevik revolution and win the war, and just two months later all that I could do was to wait impotently until the Reds, fully reinforced and resupplied, decided to recover their lost ground. I could hardly cope with that. I felt sick and weak, and finding the strength to carry on was harder every passing day.

But even then I believed that not everything was lost. If, somehow, we managed to stop the communist swarm, a counterattack would be possible. I had to cling to that last hope.

Victory conditions:
- After 10 turns, you must hold 5 VHs for a BV, 3 VHs for a V, and 2 VHs for a TacV.

Special notes:
- In this scenario, the option ""skip first player turn"" is activated.
- From now on, your new units will start the game with 99 exp."
Sim Pobedishi! - The Red East (1918-1920),8,The tide turns: Chistopol,,"May 26th, 1919",Soviet Union,simpob_08.xml,"The tide turns: Chistopol

May 26th, 1919

The spring wasn't over yet, and it seemed that we were about to repel the last counterattacks made by the Bolsheviks. Reaching the Volga wasn't a long term plan anymore. Victory was so close that I could almost grasp it. 

But there was a last effort that we had to do. Most of the Second Red Army had gathered in Chistopol, and it had launched a new, desperate counteroffensive against us. I trusted my men, but I knew that the attack of our enemies was dangerous. If we didn't stop the communists Bugulma would fall, Ufa would be in danger, and all our front could fall apart. That could not happen. Not then. Not when the Volga was so near. We had to prevail.

Victory conditions:
- After 19 turns, you must hold 5 VHs for a BV, 4 VHs for a V, and 3 VHs for a TacV."
Sim Pobedishi! - The Red East (1918-1920),9,,,,,simpob_09.xml,
Sim Pobedishi! - The Red East (1918-1920),10,We'll never leave again: Kazan,,"June 10th, 1919",Soviet Union,simpob_10.xml,"We'll never leave again: Kazan

June 10th, 1919

After taking Chistopol we spent a few days resting and resupplying, but we continued our offensive as soon as we could. We were anxious to reach the shores of the Volga before the Red Army could recover. It would be our best chance to recover Kazan and its neighbouring area  once and for all.

Victory conditions:
- Take all the VHs."
Sim Pobedishi! - The Red East (1918-1920),11,Where it all began: Samara,,"July 14th, 1919",Soviet Union,simpob_11.xml,"Where it all began: Samara

July 14th, 1919

After securing Kazan, Simbirsk and Samara were our next obvious steps. I was confident that both cities would fall with relative ease. Unlike Kazan, their defenders had not built strong fortifications that could stop our assaults. We also knew that many Bolshevik regiments had fled to Saratov, and Kolchak had sent one cossack division to reinforce us. So I believed that nothing could stop our men.

Of course, I had heard the rumours about a surge of the partisan activity along the railroads, but to be honest, I had not paid much attention to them. After one year of war against the Red Army, the idea of worrying for a bunch of peasants with forks seemed hilarious to me.

Victory conditions:
- Take all the VHs.

Special notes:
- You can buy equipment from the Cossack Hosts in this scenario.
- Be careful with the possible partisan activity on your rear."
Sim Pobedishi! - The Red East (1918-1920),12,No mercy: Vyatka,,"October 20th, 1919",,simpob_12.xml,"No mercy: Vyatka

October 20th, 1919

I don't like to remember the weeks that we spent repairing our railroads and fighting against the partisans. There was nothing noble in that. Only ruthless, bloody skirmishes. That summer war showed us its ugliest face.

I envied Denikin and his men. At least they were battling against real armies. They had crushed the Makhnovists in Ukraine and the Bolsheviks in Oboyan, and had kept advancing towards Orel. Meanwhile, we had been chasing murderous ghosts.

However, in the end we succeeded. By mid October all our supply lines were safe, from Vladivostok to the Volga, and we finally started to plan our new offensives. Then, just a few days later, the first snows came, at the worst possible moment. That forced Kolchak to study our different options carefully.

This time Kappel suggested to attack Saratov and join with Denikin once and for all. Kolchak considered it, before finally postponing that operation. Other generals convinced him that taking Vyatka was prioritary. During the summer the Siberian Army had assaulted the city three times, and the Bolsheviks had always rejected them. The liberation of Vyatka had thus become a matter of honour, and it was decided that it would be our next objective. Since the Siberians were exhausted after their failed offensives, Kolchak ordered us to launch the final attack.

Victory conditions:
- Take all the VHs."
Sim Pobedishi! - The Red East (1918-1920),13,The Black Baron: Saratov,,"November 13th, 1919",Soviet Union,simpob_13.xml,"The Black Baron: Saratov

November 13th, 1919

The battle for Saratov was finally coming. The Bolsheviks had fortified the city, knowing that its defences were all that stood between Denikin's Armed Forces of Southern Russia and us. However, they had been forced to retire many units from the Volga, in order to defend Moscow. In October, Denikin's generals had finally crushed the Red Army in Orel, and they were approaching Tula. Lenin and his henchmen had motives to reinforce the capital of Russia.

Our plan consisted in attacking Saratov from three sides. We would come from the north, a small group of cossacks from the east, and part of Denikin's forces from the south. They were commanded by Baron Piotr Wrangel, one of the best generals of the AFSR. It was unlikely that the Soviets could stop us.

Victory conditions:
- Take all the VHs.

Special notes:
- From now on, you may buy equipment from the Cossack Hosts in every scenario.
- Be careful with the Soviet attacks against your starting position."
Sim Pobedishi! - The Red East (1918-1920),14,Mousetrap: Ryazan,,"December 12th, 1919",Soviet Union,simpob_14.xml,"Mousetrap: Ryazan

December 12th, 1919

The Military Directory decided that Denikin's elite troops would lead the frontal attack against Moscow, while Wrangel and Diterikhs flanked them. Other units, including mine, would attack other points of the Bolshevik defensive perimeter, in order to weaken our enemies, prevent them from reinforcing the capital, and blocking as many Red escape routes as possible.

Specifically, our new mission would be the taking of Ryazan and Kolomna, southeast of Moscow.  I was determined to succeed, no matter the cost.

Victory conditions:
- Take all the VHs."
Sim Pobedishi! - The Red East (1918-1920),15,As though nothing could fall: Klin,,"December 30th, 1919",Soviet Union,simpob_15.xml,"As though nothing could fall: Klin

December 30th, 1919

The Bolsheviks had decided to make a last stand near Moscow, hoping to delay our advance. That way, they would gain enough time to finish a strong defensive line in Petrograd. 

We were not going to tolerate that. The final victory against the communists was too close for that. We travelled as fast as we could and we deployed our forces south of Klin. We were eager to win a last battle against the hateful Soviets.

Victory conditions:
- Take all the VHs."
Sim Pobedishi! - The Red East (1918-1920),16,Peace through strength: Zhitomir,,"May 19th, 1920",Germany vs Poland vs Soviet Union,simpob_16.xml,"Peace through strength: Zhitomir

May 19th, 1920

During 1919 Poland was a formidable foe for the Red Army, that tried in vain to expand to the west only to be defeated by the brave Poles. I am convinced that, were it not for Poland, the Bolsheviks would have reached the borders of Germany, Hungary and other countries, where they would have instigated successful communist revolutions. Most people in Europe don't realise how much they owe to Poland, that acted as a barrier to the Soviet expansion. Personally, I respect and appreciate what the Poles did.

However, the respect that we had for the Polish army, and the fact that the Bolsheviks were our common enemies for many months, couldn't hide the mutual enmity that existed between us. We knew that, once the Red Army was finally destroyed, Poland would become our new main enemy, at least in the short term.

But I must be clear about this: in 1920 we didn't want a war with Poland. Kolchak was resigned to accept the demands of the League of Nations and to leave the Poles alone. It was them who, blinded by their victories against the Bolsheviks, believed that they could force us to leave Belarus and Ukraine, where they would support the establishment of independent republics that (of course!) would be allies of Poland and enemies of Russia.

And that was how, in April 1920, Poland invaded Ukraine. Naturally, that act of aggression against us was condemned by the League of Nations, whose delegates made us know that if Russia used an armed force against the Polish Army, only for defensive purposes, the League would support us. That was all that Kolchak wanted, and he immediately sent an army to Volinia, in western Ukraine, in order to stop the Polish invasion.

Victory conditions:
- Take all the VHs."
Sim Pobedishi! - The Red East (1918-1920),17,You've got to know when to walk away: farewell to Ufa,,"May 29th, 1919",Soviet Union,simpob_17.xml,"You've got to know when to walk away: farewell to Ufa

May 29th, 1919

The situation was chaotic. The Red Army was approaching from three different sides and nothing seemed to be able to stop them. Rumours indicated that part of the Turkestan Army had crossed the river Belaya north of Ufa. If that was true, the Bolsheviks could cut our only retreat line in just a few days.

The civilians, and many of our soldiers, were on the verge of panic. Nobody thought about the Spring Offensive any more. The defeat of the Red Army, the liberation of Moscow... all of those ideas appeared like distant dreams, like something unreal that we had imagined decades ago. The present was completely different, far worse than anything that we could have imagined. Having thought about victory seemed foolish. There and then, survival was the only thing that mattered.

And, despite all our problems and all our fears, we had to persist. We had to delay the Bolsheviks for as long as we could. If they wasted enough time, we could evacuate the civilians, the wounded, our equipment, and most of our troops. We could make an orderly retreat and, beyond the Urals, we would have more chances to stop the red wave.

Victory conditions:
- Take all the VHs."
Sim Pobedishi! - The Red East (1918-1920),18,Cry for the Romanovs: Ekaterinburg,,"July 12th, 1919",Soviet Union,simpob_18.xml,"Cry for the Romanovs: Ekaterinburg

July 12th, 1919

Our defensive actions at Ufa could not stop the Red Army for a long time, and when they received fresh units from the west they resumed their counteroffensive. Their next objectives were Perm and Ekaterinburg, where they had murdered the Tzar and his family in 1918. This time the High Command ordered us to stay there, acting as reserve troops.

Perm fell rather easily, and on July 5 the operations against Ekaterinburg began. Initially, the  offensive of the Red Second Army was stopped by our shock regiments, but then the 28th Soviet Infantry Division outflanked their positions and attacked from the rear, surrounding and defeating our Siberian Army. 

The Bolshevik advance was too fast for us to intervene. Knowing that the city was lost, we decided to organize the evacuation of Ekaterinburg. While we kept the railroads open, we would have to defend the positions that we didn't have lost yet.

Victory conditions:
- You must evacuate 6 units through the EH at (36,9). All of them must be MSUs.
- Don't lose your VH.

Special note: 
- The railroads will be very important for the evacuation. Be careful, and try not to blow them with artillery fire."
Sim Pobedishi! - The Red East (1918-1920),19,The bear against the red wolves: Chelyabinsk,"Ekaterinburg and advance into the rear of the 5th Army. In the meantime, our southern group, commanded by Kappel, would destroy the Soviet 26th Division, closing the trap.Victory conditions:- Take all the VHs.","July 25th, 1919",Czechoslovakia vs Soviet Union,simpob_19.xml,"The bear against the red wolves: Chelyabinsk

July 25th, 1919

While we were successfully evacuating Ekaterinburg, we received worrisome news from our left flank. The Soviet 5th Army was attacking our Chebarkul-Irtyash line. Our High Command believed that our men couldn't resist for a long time there, so very soon the city of Chelyabinsk would be in danger, too.

The High Command reacted quickly. All ou army was reorganized, our units went to the Chelyabinsk area as a reinforcement, and as a part of our newly created 3rd Army we were told to deploy southeast of Chelyabinsk. The plan was to lure the Red units into the city, and then encircle them and defeat them.

On July 24th the Reds entered Chelyabinsk. Our couteroffensive would start the next day. The northern group (under the command of the Czech Sergej Vojcechovsky) would cut the railway Chelyabinsk - Ekaterinburg and advance into the rear of the 5th Army. In the meantime, our southern group, commanded by Kappel, would destroy the Soviet 26th Division, closing the trap.

Victory conditions:
- Take all the VHs."
Sim Pobedishi! - The Red East (1918-1920),20,Not dead yet: The Tobol offensive (I),,"September 1st, 1919",Poland vs Soviet Union,simpob_20.xml,"Not dead yet: The Tobol offensive (I)

September 1st, 1919

All our efforts during the summer of 1919 had allowed us to retreat in order to the relative protection of the river Ishim. However, we knew that if we didn't launch a counteroffensive, the Red Army would destroy us completely before the next year. In fact, the Soviets acted as if they had already defeated us. Having learnt nothing from their setbacks at Ekaterinburg and Chelyabinsk, their quick advances in Siberia had convinced them that we were a bunch of corrupt incompetents, and they even had started to retire some units from the front, in order to send them against Denikin's Armed Forces of Southern Russia, or even further to the west, against the Polish Army.

The arrogance of the Bolsheviks gave us a chance to surprise them. As I've already written before, in July Kolchak had ordered the reorganization of the front and the unification of the Siberian Army and Western Army. General Diterikhs had been appointed as Commander in Chief of the Eastern Front. New armies and independent groups were created, mainly the 1st, the 2nd and the 3rd Armies. When the Tobol offensive began, I was serving in the latter.

Once the reorganization was complete, Diterikhs prepared our armies for the counteroffensive, which would begin in September. All our units would participate, but the 3rd Army, along with the Separate Siberian Cossack Corps, would inflict the main blow along the Omsk-Petropavlovsk-Kurgan railroad line, on our left flank. While our other units pinned the enemy down near the Ishim, the Cossacks and the 3rd Army would penetrate deeply into the rear of the 5th Red Army, allowing the encirclement and destruction of the Bolshevik divisions that were deployed further to the north.

It was a daring plan, and it needed to be perfectly executed if we were to have any chances of success. As the beginning of the offensive came close, I was overwhelmed by anxiety. I knew that this would be our last chance. If we let the Soviets live to fight another day, they would attack again soon, stronger that ever. And if that moment came, we'd have nothing left to defend ourselves.

Victory conditions:
- Take all the VHs.

Special note:
- You can buy equipment from the Cossack Hosts in this scenario."
Sim Pobedishi! - The Red East (1918-1920),21,,,,,simpob_21.xml,
Sim Pobedishi! - The Red East (1918-1920),22,Better to burn out: The Tobol offensive (II),,"September 25th, 1919",Soviet Union,simpob_22.xml,"Better to burn out: The Tobol offensive (II)

September 25th, 1919

The day that we were expecting finally arrived. We were told to follow our advance along the railroad, eliminating the Bolshevik resistance until we reached the river Tobol.

Then our orders were to cross the river, take Kurgan and go to the north, completing the encirclement of the 2nd and the 3rd Red Armies. If we suceeded, Lenin's minions would be trapped, and nothing could stop us from liberating all of Siberia.

Victory conditions:
- Take all the VHs.

Special note:
- You can buy equipment from the Cossack Hosts in this scenario."
Sim Pobedishi! - The Red East (1918-1920),23,Darkness falling: Novonikolayevsk,,"December 7th, 1919",Czechoslovakia vs Poland vs Soviet Union,simpob_23.xml,"Darkness falling: Novonikolayevsk

December 7th, 1919

With a great effort, we reached the Tobol river. That's true. However, it didn't become our first step towards victory. It was just our swan song, and the Bolsheviks knew it. They simply waited on the western shore of the river until they were ready. And then, on October 14th, they advanced again. We could do nothing to stop them.

At the beginning of November they had already routed us. We had lost nearly half of our men, most of our best equipment, and desertions were common. Petropavlovsk fell with little resistance, as well as Omsk, the capital of our government. The United Kingdom and all the other friendly countries were discreetly retiring their support, and were ""recommending"" us to accept our defeat and leave Russia forever. 

Leaving! Ha! Like we could! The railroads were controlled by the Czech Legion, and they were using them for their own purposes. It was just a matter of time before they betrayed us and left us to die of cold. All the foreign fighters wanted to return to their countries, and they had no qualms about stealing our trains in order to secure their own evacuation. 

Actually, I couldn't blame them. Even the local Siberian politicians, most of them Socialist- Revolutionaries, were eager to get rid of us and make a deal with their new Bolshevik masters. The fools believed that Lenin and his minions would have mercy on them.

Our remaining units were withdrawn to the Obi, and our armies were reorganized. Our next mission would be de defense of Novonikolayevsk, along with a couple of Siberian regiments and the 5th Polish Division, which was still loyal. 

On November 20th the Soviets started their offensive. They quickly took Tatarsk and Semipalatinsk, and then marched against Barnaul, Kolyvan and Novonikolayevsk, where we were waiting for them.

And then, on December 7th, at the worst possible moment, there was an uprising of our 2nd Barabinsk Regiment in the city. Under the influence of the Socialist-Revolutionaries, those traitors wanted to expel us from Novonikolayevsk and hand it over to the communists. We couldn't let it happen, we had to resist and stop the Bolsheviks at the Obi.

Victory conditions:
- Take all the VHs.

Special notes:
- You can deploy only 18 ground units.
- This will be the last scenario with upgrading, auto-refit, auto-supply and train transports."
Sim Pobedishi! - The Red East (1918-1920),24,Crying souls: The Ice March (I),,"January 4th, 1920",Soviet Union,simpob_24.xml,"Crying souls: The Ice March (I)

January 4th, 1920

Our problems grew with each passing day. Behind us, the Red Army was approaching. In front of us we had to deal with continuous mutinies, desertions and attacks from the partisans. We had lost our communications with the remnants of our First and Third armies. Tomsk and other towns had been lost. In fact, we only controlled the ground that we stepped on.

Kappel allowed everyone who wished to go home, or to surrender, to do so. Thus, we kept only the most reliable fighters. Then he planned to go to the Baikal, hoping that we could continue our resistance there. But first we'd have to reach Krasnoyarsk. We wouldn't find any friends there. A few days before the commander of our garrison in that town, General Zinevich, and the governor of the Yenisei province, had betrayed us and had started to negotiate an armistice with the Bolsheviks. One of our own generals! Can you imagine that?

Zinevich tried to persuade Kappel to negotiate with the communists, too. Naturally, Kappel refused, and decided to attack Krasnoyarsk. Zinevich would pay for what he had done, and we'd get supplies that we desperately needed.

Victory conditions:
- Take and/ or defend all the VHs.

Special note:
- You can deploy only 11 ground units."
Sim Pobedishi! - The Red East (1918-1920),25,Once we were here: The Ice March (II),,"January 27th, 1920",Czechoslovakia,simpob_25.xml,"Once we were here: The Ice March (II)

January 27th, 1920

There was no time to lose. Although the Allied representatives in Siberia had told the Czechs to safely escort Kolchak to Vladivostok, when they ascertained that the Bolsheviks would oppose resistance, they quickly turned Kolchak over to the Political Centre. That's how the Socialist- Revolutionaries in Irkutsk called themselves. Of course, we all knew that the Czechs would do that.

As you can imagine, the Centre was as useless and weak as the old Komuch. After just a few days they surrendered to the Bolsheviks, who were the ones who had Kolchak at the end of January. They would kill them if we couldn't rescue him first. Then we'd have to flee to the Baikal. If we managed to cross it, we'd be relatively safe.

We didn't know what to expect in Irkutsk. There were Bolshevik troops and Socialist militias. Both of them would be hostile to us. As for the Czech units that were roaming along the railroads, I wasn't sure if they'd be willing to attack us, but we didn't trust them. Finally, the Siberian cossacks were opportunistic scum, but I doubted that they'd dare to fight against us.

Victory conditions:
- Go to Irkutsk, free Kolchak and take him to the EH at Bolshoye Goloustnoye (40,19).

Special notes:
- You can deploy only 11 ground units.
- This is a fictional scenario. Historically, Kappel died before reaching Irkutsk, and Kolchak was killed a few days later. When they received the news, the Kappelites decided to bypass the town. They crossed the frozen lake Baikal, where many of them died. Finally, the survivors reached Chita, where they could be evacuated to China."
