Campaign,Scenario #,Battle,Outcome,Prestige Reward,Branches To,Next Scenario ID,Outcome Text
Red Destiny (1946-1954),10,"The Allies have laid a trap in the Ardennes, and Russia's brave soldiers are now bogged down in a hellish forest.  Your job, comrade General, is to lead them out of this pocket into the beautiful French countryside.  Drive the Allies back with everything you have at your disposal.  Do not let your fate become the same as the general who came before you.",TACTICAL,411,"The Allied cowards think they can escape socialist justice.  The pathetic remnants of the French army are attempting to escape at Dunkirk, with assistance from German and British troops.  You must show them the futility of their situation, comrade.",11,"I understand the conditions were harsh, comrade General, but you have done better in the past.  This was a disappointment to the party."
Red Destiny (1946-1954),10,"The Allies have laid a trap in the Ardennes, and Russia's brave soldiers are now bogged down in a hellish forest.  Your job, comrade General, is to lead them out of this pocket into the beautiful French countryside.  Drive the Allies back with everything you have at your disposal.  Do not let your fate become the same as the general who came before you.",LOSE,0,CAMPAIGN END / DEFEAT,255,"Comrade General, this failure is unacceptable.  The Allies now drive us back into Belgium, and they will retake Germany within a year, at the most optimistic estimate.  

Go.  A train to Siberia awaits."
Red Destiny (1946-1954),11,"The Allied cowards think they can escape socialist justice.  The pathetic remnants of the French army are attempting to escape at Dunkirk, with assistance from German and British troops.  You must show them the futility of their situation, comrade.",BRILIANT,137,"Comrade General, the time has finally come.  Over a year has passed since the Allies fled Europe from the city of Dunkirk, and now our carefully made plans are going into action.",12,"I am speechless, comrade General.  You have demonstrated that you are the best commander mother Russia has in her entire army!   With the speed with which you crushed the enemy, we may be able to shorten the war by years."
Red Destiny (1946-1954),11,"The Allied cowards think they can escape socialist justice.  The pathetic remnants of the French army are attempting to escape at Dunkirk, with assistance from German and British troops.  You must show them the futility of their situation, comrade.",VICTORY,0,"Comrade General, we have finally rid France of the Allied scum.  Unfortunately, the French armies to the south were able to retreat into the mountains of Spain and Andorra, supported by a weak pro-Allied Spanish government.",14,"Congratulations, comrade General! The French Army is finally and totally defeated, and our forces control the country.  Comrade Stalin is very pleased with your success."
Red Destiny (1946-1954),11,"The Allied cowards think they can escape socialist justice.  The pathetic remnants of the French army are attempting to escape at Dunkirk, with assistance from German and British troops.  You must show them the futility of their situation, comrade.",TACTICAL,0,"Comrade General, we have finally rid France of the Allied scum.  Unfortunately, the French armies to the south were able to retreat into the mountains of Spain and Andorra, supported by a weak pro-Allied Spanish government.",14,"Comrade General, though the French are defeated, the British were able to withdraw the majority of their forces and inflict serious casualties during the defence of Dunkirk.  You edge dangerously over the line of Comrade Stalin's tolerance for failure."
Red Destiny (1946-1954),11,"The Allied cowards think they can escape socialist justice.  The pathetic remnants of the French army are attempting to escape at Dunkirk, with assistance from German and British troops.  You must show them the futility of their situation, comrade.",LOSE,0,CAMPAIGN END / DEFEAT,255,"Comrade General, it is a shame you have failed here, at one of the most opportune places to show off the Red Army's superiority over the Allied dogs.  Report to the airfield, Comrade General. Comrade Stalin has asked to speak with you personally."
Red Destiny (1946-1954),12,"Comrade General, the time has finally come.  Over a year has passed since the Allies fled Europe from the city of Dunkirk, and now our carefully made plans are going into action.",BRILIANT,274,"Are you not excited? This is the last battle, comrade General! The British capital of London lies before our glorious Red Army of workers and peasants.",13,"Absolutely spectacular, comrade!  The Dover coast is secured, and our troops come ashore by the thousands.  The British cower, as we have passed the only thing that has protected their country in ages past: the English Channel."
Red Destiny (1946-1954),12,"Comrade General, the time has finally come.  Over a year has passed since the Allies fled Europe from the city of Dunkirk, and now our carefully made plans are going into action.",VICTORY,0,"Are you not excited? This is the last battle, comrade General! The British capital of London lies before our glorious Red Army of workers and peasants.",13,"Comrade Stalin is very happy with the results of this attack, Comrade General.  The Soviet Union has finally made a foothold in the last refuge of the European Allies, and our men stream ashore like a colony of ants."
Red Destiny (1946-1954),12,"Comrade General, the time has finally come.  Over a year has passed since the Allies fled Europe from the city of Dunkirk, and now our carefully made plans are going into action.",TACTICAL,137,"Are you not excited? This is the last battle, comrade General! The British capital of London lies before our glorious Red Army of workers and peasants.",13,"Comrade General, this came very close to being a debacle.  Many brave Soviet soldiers were lost to secure the Dover coast. 

Do not disappoint us in your next battle Comrade General.  It is the most important battle you will ever fight, and Comrade Stalin will be watching.  This, I can assure you."
Red Destiny (1946-1954),12,"Comrade General, the time has finally come.  Over a year has passed since the Allies fled Europe from the city of Dunkirk, and now our carefully made plans are going into action.",LOSE,0,CAMPAIGN END / DEFEAT,255,"Comrade General, you have broken the Red Army's image of near-invincibility.  The British and their European Allies have driven us from the coast of England, and we may never have a chance like that again.  Comrade Stalin is thinking of using nuclear weapons to finish off the troublesome British.  Of course, you will not be around to see any of this.  You, Comrade, are scheduled to report to the barracks in twenty minutes, and after that I imagine the gallows."
Red Destiny (1946-1954),13,"Are you not excited? This is the last battle, comrade General! The British capital of London lies before our glorious Red Army of workers and peasants.",BRILIANT,0,Unknown (ID 254),254,"The Second Great War
A summary of the conflict from 1946-1952

(The following excerpt has been taken from The Second Great War, a definitive summary of the conflict that engulfed the world from 1946-1952.  We are most grateful that the author has allowed us to take an excerpt from his book.)

The Red Army, after more than five years of total war, had finally accomplished Josef Stalin's dream of ""manifest destiny"" in Europe.  From Moscow to Madrid, the entire continent of Europe would soon unite under an iron curtain of oppression.  

The general responsible for the final blow to the Allies, the capture of London, was soon swept in as the Premier of the USSR after Stalin was mysteriously assassinated. Puppet governments were quickly established in the deposed Allied powers, as had been done in a formerly democratic China some time earlier.  

Aside from the United States, which had remained neutral throughout the conflict, the world was essentially under Soviet control for the next four decades.  Luckily for the peoples of Europe, the Union of Soviet Socialist Republics would collapse in the 1990's under mysterious circumstances, though it is commonly believed that the end of Soviet rule was the result of internal power politics and regional terrorism draining the nation's resources. It cannot be disputed that had the Soviets failed to conquer London in that last dramatic battle of the Second World War, the world today would be a much different place."
Red Destiny (1946-1954),13,"Are you not excited? This is the last battle, comrade General! The British capital of London lies before our glorious Red Army of workers and peasants.",VICTORY,0,Unknown (ID 254),254,"The Second Great War
A summary of the conflict from 1946-1952

(The following excerpt has been taken from The Second Great War, a definitive summary of the conflict that engulfed the world from 1946-1952.  We are most grateful that the author has allowed us to take an excerpt from his book.)

The Red Army, after more than five years of total war, had finally accomplished Josef Stalin's dream of ""manifest destiny"" in Europe.  From Moscow to Madrid, the entire continent of Europe would soon unite under an iron curtain of oppression.  

The general responsible for the final blow to the Allies, the capture of London, soon retired to a quiet life in the countryside after Stalin was mysteriously assassinated. Puppet governments were quickly established in the deposed Allied powers, as had been done in a formerly democratic China some time earlier.  

Aside from the United States, which had remained neutral throughout the conflict, the world was essentially under Soviet control for the next four decades.  Luckily for the peoples of Europe, the Union of Soviet Socialist Republics would collapse in the 1990's under mysterious circumstances, though it is commonly believed that the end of Soviet rule was the result of internal power politics and regional terrorism draining the nation's resources. It cannot be disputed that had the Soviets failed to conquer London in that last dramatic battle of the Second World War, the world today would be a much different place."
Red Destiny (1946-1954),13,"Are you not excited? This is the last battle, comrade General! The British capital of London lies before our glorious Red Army of workers and peasants.",TACTICAL,0,CAMPAIGN END / DEFEAT,255,"Comrade General, you have done us a terrible disservice.  Our spies had informed us we would be greeted as liberators when we entered London.  Instead, your bungling command caused huge amounts of carnage to the city itself, and the surrounding countryside. In addition, some Allied units were able to withdraw to the north, in Scotland, and now there is the possibility of the United States entering the war, after witnessing our weakness in London.  You are to report to the train station, Comrade General.  Your services are no longer needed here."
Red Destiny (1946-1954),13,"Are you not excited? This is the last battle, comrade General! The British capital of London lies before our glorious Red Army of workers and peasants.",LOSE,0,CAMPAIGN END / DEFEAT,255,"Agh! Comrade General, you have failed miserably in your attempt to finally defeat the Allies once and for all.  Comrade Stalin has ordered you to report to him directly.  I do not envy your reception there."
Red Destiny (1946-1954),14,"Comrade General, we have finally rid France of the Allied scum.  Unfortunately, the French armies to the south were able to retreat into the mountains of Spain and Andorra, supported by a weak pro-Allied Spanish government.",BRILIANT,137,"Here at the port of Gibraltar, the Allied dogs have made their final stand in continental Europe. It is up to you, comrade General, to expel them from their hiding spot.",15,"Spectacular work, comrade General! The Spanish government has collapsed with the seizure of Madrid, and so their monetary support to the Allies has given way as well.  The Allied forces have fled to Gibraltar in the hopes of sanctuary from your unstoppable might."
Red Destiny (1946-1954),14,"Comrade General, we have finally rid France of the Allied scum.  Unfortunately, the French armies to the south were able to retreat into the mountains of Spain and Andorra, supported by a weak pro-Allied Spanish government.",VICTORY,68,"Here at the port of Gibraltar, the Allied dogs have made their final stand in continental Europe. It is up to you, comrade General, to expel them from their hiding spot.",15,"Great work, comrade General. The Spanish government has been dismantled and a proper socialist republic will be installed shortly.  The Spanish countryside has fallen into our grasp, minus the port of Gibraltar where the Allied pig dogs have holed up in a last stand."
Red Destiny (1946-1954),14,"Comrade General, we have finally rid France of the Allied scum.  Unfortunately, the French armies to the south were able to retreat into the mountains of Spain and Andorra, supported by a weak pro-Allied Spanish government.",TACTICAL,103,"Here at the port of Gibraltar, the Allied dogs have made their final stand in continental Europe. It is up to you, comrade General, to expel them from their hiding spot.",15,"Comrade General, I am most displeased with your performance.  Do not fail us on a task of this magnitude again."
Red Destiny (1946-1954),14,"Comrade General, we have finally rid France of the Allied scum.  Unfortunately, the French armies to the south were able to retreat into the mountains of Spain and Andorra, supported by a weak pro-Allied Spanish government.",LOSE,0,CAMPAIGN END / DEFEAT,255,"Comrade General, I cannot believe you have failed! This task was to be much simpler than the bogged-down mess it became under your leadership.  This has bought the Spanish time to regroup and recover."
Red Destiny (1946-1954),15,"Here at the port of Gibraltar, the Allied dogs have made their final stand in continental Europe. It is up to you, comrade General, to expel them from their hiding spot.",BRILIANT,548,"Comrade General, I have grave news. Despite our recent successes in driving the Allies out of Europe, the Ukrainian people have risen against us out of sheer war weariness. There is only one response to such treachery.",16,"Terrific work, comrade! Finally, the Allied presence has been removed from Europe!  And, with the control of the Strait of Gibraltar, we now dominate shipping in the Mediterranean!  Stalin himself is very pleased with your actions."
Red Destiny (1946-1954),15,"Here at the port of Gibraltar, the Allied dogs have made their final stand in continental Europe. It is up to you, comrade General, to expel them from their hiding spot.",VICTORY,411,"Comrade General, I have grave news. Despite our recent successes in driving the Allies out of Europe, the Ukrainian people have risen against us out of sheer war weariness. There is only one response to such treachery.",16,"Excellent work, comrade General! The Allied presence from continental Europe has been removed once and for all. In addition, you have dealt a crippling blow to the Royal Navy. The party is pleased with your success."
Red Destiny (1946-1954),15,"Here at the port of Gibraltar, the Allied dogs have made their final stand in continental Europe. It is up to you, comrade General, to expel them from their hiding spot.",TACTICAL,474,"Comrade General, I have grave news. Despite our recent successes in driving the Allies out of Europe, the Ukrainian people have risen against us out of sheer war weariness. There is only one response to such treachery.",16,"Comrade General, though you took Gibraltar and removed the last Allied bastion in continental Europe, you have done so at great cost in lives and material, causing humiliation for the Soviet Union.  You have done your task however; and for this you shall continue to serve us."
Red Destiny (1946-1954),15,"Here at the port of Gibraltar, the Allied dogs have made their final stand in continental Europe. It is up to you, comrade General, to expel them from their hiding spot.",LOSE,0,CAMPAIGN END / DEFEAT,255,"Comrade General, your attack on Gibraltar was a resounding failure. I hope you realize the consequences of this; if not, you soon will be made aware of them, da? Report to the train station comrade; I wish you good luck in your meeting with Stalin."
Red Destiny (1946-1954),16,"Comrade General, I have grave news. Despite our recent successes in driving the Allies out of Europe, the Ukrainian people have risen against us out of sheer war weariness. There is only one response to such treachery.",BRILIANT,616,"Comrade General, the time has finally come.  Over three years have passed since the Allies fled Europe from the city of Dunkirk, and now our carefully made plans are going into action.",17,"Spectacular show, Comrade General.  With the traitorous Ukrainian troops taken care of, the rebels have capitulated and we have the republic back under the control of a friendly communist government.  Now our forces can resume preparing for the grand finale: the amphibious invasion of England."
Red Destiny (1946-1954),16,"Comrade General, I have grave news. Despite our recent successes in driving the Allies out of Europe, the Ukrainian people have risen against us out of sheer war weariness. There is only one response to such treachery.",VICTORY,411,"Comrade General, the time has finally come.  Over three years have passed since the Allies fled Europe from the city of Dunkirk, and now our carefully made plans are going into action.",17,"With the elimination of any Ukrainian forces significant enough to pose a threat, the rest of the country will fall under the Red Army's control shortly.  And, now we can return to our preparations for a huge event: The amphibious invasion of England."
Red Destiny (1946-1954),16,"Comrade General, I have grave news. Despite our recent successes in driving the Allies out of Europe, the Ukrainian people have risen against us out of sheer war weariness. There is only one response to such treachery.",TACTICAL,685,"Comrade General, the time has finally come.  Over three years have passed since the Allies fled Europe from the city of Dunkirk, and now our carefully made plans are going into action.",17,"Though you have eliminated the bulk of Ukrainian forces around Kharkov, some were allowed to retreat, forming organized resistance in the surrounding countryside. It will be some time before we can fully subdue them.  You will be alerted when we have something useful for you to do."
Red Destiny (1946-1954),16,"Comrade General, I have grave news. Despite our recent successes in driving the Allies out of Europe, the Ukrainian people have risen against us out of sheer war weariness. There is only one response to such treachery.",LOSE,0,CAMPAIGN END / DEFEAT,255,"Because of your failure here, we are forced to prolong the pacification effort. Though the Ukrainians pose no significant threat to us, this morbid spectacle humiliates Comrade Stalin greatly.  He has put in a request for a talk with you at the Kremlin; I do not envy your reception there."
Red Destiny (1946-1954),17,"Comrade General, the time has finally come.  Over three years have passed since the Allies fled Europe from the city of Dunkirk, and now our carefully made plans are going into action.",BRILIANT,685,"Are you not excited? This is the last battle, comrade General! The British capital of London lies before our glorious Red Army of workers and peasants.",18,"Absolutely spectacular, comrade!  The Dover coast is secured, and our troops come ashore by the thousands.  The British cower, as we have passed the only thing that has protected their country in ages past: the English Channel."
Red Destiny (1946-1954),17,"Comrade General, the time has finally come.  Over three years have passed since the Allies fled Europe from the city of Dunkirk, and now our carefully made plans are going into action.",VICTORY,617,"Are you not excited? This is the last battle, comrade General! The British capital of London lies before our glorious Red Army of workers and peasants.",18,"Comrade Stalin is very happy with the results of this attack, Comrade General.  The Soviet Union has finally made a foothold in the last refuge of the European Allies, and our men stream ashore like a colony of ants."
Red Destiny (1946-1954),17,"Comrade General, the time has finally come.  Over three years have passed since the Allies fled Europe from the city of Dunkirk, and now our carefully made plans are going into action.",TACTICAL,651,"Are you not excited? This is the last battle, comrade General! The British capital of London lies before our glorious Red Army of workers and peasants.",18,"Comrade General, this came very close to being a debacle.  Many brave Soviet soldiers were lost to secure the Dover coast. 

Do not disappoint us in your next battle Comrade General.  It is the most important battle you will ever fight, and Comrade Stalin will be watching.  This, I can assure you."
Red Destiny (1946-1954),17,"Comrade General, the time has finally come.  Over three years have passed since the Allies fled Europe from the city of Dunkirk, and now our carefully made plans are going into action.",LOSE,0,CAMPAIGN END / DEFEAT,255,"Comrade General, you have broken the Red Army's image of near-invincibility.  The British and their European Allies have driven us from the coast of England, and we may never have a chance like that again.  Comrade Stalin is thinking of using nuclear weapons to finish off the troublesome British.  Of course, you will not be around to see any of this.  You, Comrade, are scheduled to report to the barracks in twenty minutes, and after that I imagine the gallows."
Red Destiny (1946-1954),18,"Are you not excited? This is the last battle, comrade General! The British capital of London lies before our glorious Red Army of workers and peasants.",BRILIANT,0,Unknown (ID 254),254,"The Second Great War
A summary of the conflict from 1946-1954

(The following excerpt has been taken from The Second Great War, a definitive summary of the conflict that engulfed the world from 1946-1954.  We are most grateful that the author has allowed us to take an excerpt from his book.)

The Red Army, after more than seven years of total war, had finally accomplished Josef Stalin's dream of ""manifest destiny"" in Europe.  From Moscow to Madrid, the entire continent of Europe would soon unite under an iron curtain of oppression.  

The general responsible for the final blow to the Allies, the capture of London, was soon swept in as the Premier of the USSR after Stalin was mysteriously assassinated. Puppet governments were quickly established in the deposed Allied powers, as had been done in a formerly democratic China some time earlier.  

Aside from the United States, which had remained neutral throughout the conflict, the world was essentially under Soviet control for the next four decades.  Luckily for the peoples of Europe, the Union of Soviet Socialist Republics would collapse in the 1990's under mysterious circumstances, though it is commonly believed that the end of Soviet rule was the result of internal power politics and regional terrorism draining the nation's resources. It cannot be disputed that had the Soviets failed to conquer London in that last dramatic battle of the Second World War, the world today would be a much different place."
Red Destiny (1946-1954),18,"Are you not excited? This is the last battle, comrade General! The British capital of London lies before our glorious Red Army of workers and peasants.",VICTORY,0,Unknown (ID 254),254,"The Second Great War
A summary of the conflict from 1946-1954

(The following excerpt has been taken from The Second Great War, a definitive summary of the conflict that engulfed the world from 1946-1954.  We are most grateful that the author has allowed us to take an excerpt from his book.)

The Red Army, after more than seven years of total war, had finally accomplished Josef Stalin's dream of ""manifest destiny"" in Europe.  From Moscow to Madrid, the entire continent of Europe would soon unite under an iron curtain of oppression.  

The general responsible for the final blow to the Allies, the capture of London, soon retired to a quiet life in the countryside after Stalin was mysteriously assassinated. Puppet governments were quickly established in the deposed Allied powers, as had been done in a formerly democratic China some time earlier.  

Aside from the United States, which had remained neutral throughout the conflict, the world was essentially under Soviet control for the next four decades.  Luckily for the peoples of Europe, the Union of Soviet Socialist Republics would collapse in the 1990's under mysterious circumstances, though it is commonly believed that the end of Soviet rule was the result of internal power politics and regional terrorism draining the nation's resources. It cannot be disputed that had the Soviets failed to conquer London in that last dramatic battle of the Second World War, the world today would be a much different place."
Red Destiny (1946-1954),18,"Are you not excited? This is the last battle, comrade General! The British capital of London lies before our glorious Red Army of workers and peasants.",TACTICAL,0,CAMPAIGN END / DEFEAT,255,"Comrade General, you have done us a terrible disservice.  Our spies had informed us we would be greeted as liberators when we entered London.  Instead, your bungling command caused huge amounts of carnage to the city itself, and the surrounding countryside. In addition, some Allied units were able to withdraw to the north, in Scotland, and now there is the possibility of the United States entering the war, after witnessing our weakness in London.  You are to report to the train station, Comrade General.  Your services are no longer needed here."
Red Destiny (1946-1954),18,"Are you not excited? This is the last battle, comrade General! The British capital of London lies before our glorious Red Army of workers and peasants.",LOSE,0,CAMPAIGN END / DEFEAT,255,"Agh! Comrade General, you have failed miserably in your attempt to finally defeat the Allies once and for all.  Comrade Stalin has ordered you to report to him directly.  I do not envy your reception there."
Hungarian Soviet Republic (1919),0,Escaping from Zilah (Zalau),BRILIANT,700,Breaking through Nyíregyháza,1,
Hungarian Soviet Republic (1919),0,Escaping from Zilah (Zalau),VICTORY,625,Breaking through Nyíregyháza,1,
Hungarian Soviet Republic (1919),0,Escaping from Zilah (Zalau),TACTICAL,600,Breaking through Nyíregyháza,1,
Hungarian Soviet Republic (1919),0,Escaping from Zilah (Zalau),LOSE,0,CAMPAIGN END / DEFEAT,255,"Comrade, you failed our revolution, the workers and peasants of our Soviet Republic. You are going to face the firing squad."
Hungarian Soviet Republic (1919),1,Breaking through Nyíregyháza,BRILIANT,950,Szolnok: Securing The Bridgehead,2,
Hungarian Soviet Republic (1919),1,Breaking through Nyíregyháza,VICTORY,875,Szolnok: Securing The Bridgehead,2,
Hungarian Soviet Republic (1919),1,Breaking through Nyíregyháza,TACTICAL,850,Szolnok: Securing The Bridgehead,2,
Hungarian Soviet Republic (1919),1,Breaking through Nyíregyháza,LOSE,0,CAMPAIGN END / DEFEAT,255,"Comrade, you failed our revolution, the workers and peasants of our Soviet Republic. You are going to face the firing squad."
Hungarian Soviet Republic (1919),2,Szolnok: Securing The Bridgehead,BRILIANT,1800,Defending Salgótarján,3,
Hungarian Soviet Republic (1919),2,Szolnok: Securing The Bridgehead,VICTORY,1600,Defending Salgótarján,3,
Hungarian Soviet Republic (1919),2,Szolnok: Securing The Bridgehead,TACTICAL,1500,Defending Salgótarján,3,
Hungarian Soviet Republic (1919),2,Szolnok: Securing The Bridgehead,LOSE,0,CAMPAIGN END / DEFEAT,255,"Comrade, you failed our revolution, the workers and peasants of our Soviet Republic. You are going to face the firing squad."
Hungarian Soviet Republic (1919),3,Defending Salgótarján,BRILIANT,1600,Liberating Miskolc,4,
Hungarian Soviet Republic (1919),3,Defending Salgótarján,VICTORY,1400,Liberating Miskolc,4,
Hungarian Soviet Republic (1919),3,Defending Salgótarján,TACTICAL,1300,Liberating Miskolc,4,
Hungarian Soviet Republic (1919),3,Defending Salgótarján,LOSE,0,CAMPAIGN END / DEFEAT,255,"Comrade, you failed our revolution, the workers and peasants of our Soviet Republic. You are going to face the firing squad."
Hungarian Soviet Republic (1919),4,Liberating Miskolc,BRILIANT,1000,Liberating Kassa (Koice),5,
Hungarian Soviet Republic (1919),4,Liberating Miskolc,VICTORY,800,Liberating Kassa (Koice),5,
Hungarian Soviet Republic (1919),4,Liberating Miskolc,TACTICAL,700,Liberating Kassa (Koice),5,
Hungarian Soviet Republic (1919),4,Liberating Miskolc,LOSE,0,CAMPAIGN END / DEFEAT,255,"Comrade, you failed our revolution, the workers and peasants of our Soviet Republic. You are going to face the firing squad."
Hungarian Soviet Republic (1919),5,Liberating Kassa (Koice),BRILIANT,800,Bártfa (Bardejov): Reaching The Polish Border,6,
Hungarian Soviet Republic (1919),5,Liberating Kassa (Koice),VICTORY,600,Bártfa (Bardejov): Reaching The Polish Border,6,
Hungarian Soviet Republic (1919),5,Liberating Kassa (Koice),TACTICAL,500,Bártfa (Bardejov): Reaching The Polish Border,6,
Hungarian Soviet Republic (1919),5,Liberating Kassa (Koice),LOSE,0,CAMPAIGN END / DEFEAT,255,"Comrade, you failed our revolution, the workers and peasants of our Soviet Republic. You are going to face the firing squad."
Hungarian Soviet Republic (1919),6,Bártfa (Bardejov): Reaching The Polish Border,BRILIANT,1000,Defending Érsekújvár (Nové Zámky),7,
Hungarian Soviet Republic (1919),6,Bártfa (Bardejov): Reaching The Polish Border,VICTORY,800,Defending Érsekújvár (Nové Zámky),7,
Hungarian Soviet Republic (1919),6,Bártfa (Bardejov): Reaching The Polish Border,TACTICAL,750,Defending Érsekújvár (Nové Zámky),7,
Hungarian Soviet Republic (1919),6,Bártfa (Bardejov): Reaching The Polish Border,LOSE,0,CAMPAIGN END / DEFEAT,255,"Comrade, you failed our revolution, the workers and peasants of our Soviet Republic. You are going to face the firing squad."
Hungarian Soviet Republic (1919),7,Defending Érsekújvár (Nové Zámky),BRILIANT,1200,Szolnok-Mezöhegyes Offensive,8,
Hungarian Soviet Republic (1919),7,Defending Érsekújvár (Nové Zámky),VICTORY,1000,Szolnok-Mezöhegyes Offensive,8,
Hungarian Soviet Republic (1919),7,Defending Érsekújvár (Nové Zámky),TACTICAL,950,Szolnok-Mezöhegyes Offensive,8,
Hungarian Soviet Republic (1919),7,Defending Érsekújvár (Nové Zámky),LOSE,0,CAMPAIGN END / DEFEAT,255,"Comrade, you failed our revolution, the workers and peasants of our Soviet Republic. You are going to face the firing squad."
Hungarian Soviet Republic (1919),8,Szolnok-Mezöhegyes Offensive,BRILIANT,500,Szolnok: The Collapse,9,
Hungarian Soviet Republic (1919),8,Szolnok-Mezöhegyes Offensive,VICTORY,450,Szolnok: The Collapse,9,
Hungarian Soviet Republic (1919),8,Szolnok-Mezöhegyes Offensive,TACTICAL,425,Szolnok: The Collapse,9,
Hungarian Soviet Republic (1919),8,Szolnok-Mezöhegyes Offensive,LOSE,0,CAMPAIGN END / DEFEAT,255,"Comrade, you failed our revolution, the workers and peasants of our Soviet Republic. You are going to face the firing squad."
Hungarian Soviet Republic (1919),9,Szolnok: The Collapse,BRILIANT,0,Unknown (ID 254),254,"Comrade Commisar, you did what you could. Unfortunately, the Romanians crossed the Tisza at Tokaj, the Revolutionary Governing Council has resigned, most leaders are fleeing to Vienna. Our Soviet Republic has collapsed. However, we don't stop dreaming about a better future. Save your life and join your comrades fighting for a perfect, communist society all around the world!

Thanks for playing the campaign!"
Hungarian Soviet Republic (1919),9,Szolnok: The Collapse,VICTORY,0,Unknown (ID 254),254,"Comrade Commisar, you did what you could. Unfortunately, the Romanians crossed the Tisza at Tokaj, the Revolutionary Governing Council has resigned, most leaders are fleeing to Vienna. Our Soviet Republic has collapsed. However, we don't stop dreaming about a better future. Save your life and join your comrades fighting for a perfect, communist society all around the world!

Thanks for playing the campaign!"
Hungarian Soviet Republic (1919),9,Szolnok: The Collapse,TACTICAL,0,Unknown (ID 254),254,"Comrade Commisar, you did what you could. Unfortunately, the Romanians crossed the Tisza at Tokaj, the Revolutionary Governing Council has resigned, most leaders are fleeing to Vienna. Our Soviet Republic has collapsed. However, we don't stop dreaming about a better future. Save your life and join your comrades fighting for a perfect, communist society all around the world!

Thanks for playing the campaign!"
Hungarian Soviet Republic (1919),9,Szolnok: The Collapse,LOSE,0,CAMPAIGN END / DEFEAT,255,"Comrade, you failed our revolution, the workers and peasants of our Soviet Republic. You are going to face the firing squad."
Red Star Over China (1927-1949),0,Nanchang Uprising,BRILIANT,100,Autumn Harvest Uprising,1,"BRILLIANT VICTORY

The uprising was successful and Nanchang is ours!  This has become the first major stronghold of Marxism in China.  Now it is time to create a Revolutionary Committee in this city to manage our goals.  We must get Soviet aid by sea with another uprising in Guangzhou.  Our comrades there will receive our support from Nanchang."
Red Star Over China (1927-1949),0,Nanchang Uprising,VICTORY,90,Autumn Harvest Uprising,1,"VICTORY

The uprising was successful and Nanchang is ours!  This has become the first major stronghold of Marxism in China.  Now it is time to create a Revolutionary Committee in this city to manage our goals.  We must get Soviet aid by sea with another uprising in Guangzhou.  Our comrades there will receive our support from Nanchang."
Red Star Over China (1927-1949),0,Nanchang Uprising,TACTICAL,80,Autumn Harvest Uprising,1,"TACTICAL VICTORY

The uprising was successful and Nanchang is ours!  This has become the first major stronghold of Marxism in China.  Now it is time to create a Revolutionary Committee in this city to manage our goals.  We must get Soviet aid by sea with another uprising in Guangzhou.  Our comrades there will receive our support from Nanchang."
Red Star Over China (1927-1949),0,Nanchang Uprising,LOSE,150,CAMPAIGN END / DEFEAT,255,"DEFEAT!

Our battle against the ancient landlords of oppression has been suddenly stopped... now we must again dress ourselves as peasants to avoid being captured by the enemy."
Red Star Over China (1927-1949),1,Autumn Harvest Uprising,BRILIANT,200,KMT Anihilation Campaign,2,"BRILLIANT VICTORY

Xion wei!   The uprising was very successfull here in Changsha... Mao isn't as popular as he wanted... but his prestige continues to grow anyway.   We are going to join his troops for now."
Red Star Over China (1927-1949),1,Autumn Harvest Uprising,VICTORY,150,KMT Anihilation Campaign,2,"VICTORY

Xion wei!   The uprising was very successfull here in Changsha... Mao isn't as popular as he wanted... but his prestige continues to grow anyway.   We are going to join his troops for now."
Red Star Over China (1927-1949),1,Autumn Harvest Uprising,TACTICAL,100,KMT Anihilation Campaign,2,"TACTICAL VICTORY

Xion wei!   The uprising was successfull here in Changsha... Mao isn't as popular as he wanted... but his prestige continues to grow anyway.   We are going to join his troops for now."
Red Star Over China (1927-1949),1,Autumn Harvest Uprising,LOSE,150,CAMPAIGN END / DEFEAT,255,"DEFEAT!

Our battle against the ancient landlords of oppression has been suddenly stopped... now we must again dress ourselves as peasants to avoid being captured by the enemy."
Red Star Over China (1927-1949),2,KMT Anihilation Campaign,BRILIANT,50,Long March - Luding Bridge,3,"BRILLIANT VICTORY

Congratulations on your victory.   Myself, together with Mao and our Komintern advisor Li-De (Otto Braun) are planning the evacuation of Jinggangshan.  We will do it quickly while the KMT troops are busy dealing with the Japanese in Manchuria."
Red Star Over China (1927-1949),2,KMT Anihilation Campaign,VICTORY,25,Long March - Luding Bridge,3,"VICTORY

Congratulations on your victory.   Myself, together with Mao and our Komintern advisor Li-De (Otto Braun) are planning the evacuation of Jinggangshan.  We will do it quickly while the KMT troops are busy dealing with the Japanese in Manchuria."
Red Star Over China (1927-1949),2,KMT Anihilation Campaign,TACTICAL,25,Long March - Luding Bridge,3,"VICTORY

Congratulations on your victory.   Myself, together with Mao and our Komintern advisor Li-De (Otto Braun) are planning the evacuation of Jinggangshan.  We will do it quickly while the KMT troops are busy dealing with the Japanese in Manchuria."
Red Star Over China (1927-1949),2,KMT Anihilation Campaign,LOSE,0,CAMPAIGN END / DEFEAT,255,"DEFEAT!

Our battle against the ancient landlords of oppression has been suddenly stopped... now we must again dress ourselves as peasants to avoid being captured by the enemy."
